Transaction ID,Date,Month Year,Account Number,Transaction Type,Amount,Source System,Reconciliation Status,Discrepancy Reason,Currency,Branch Code,Processed By,Approval Status,Comments,Transaction Mode,Last Modified
TXN000859,3/15/2024,Mar 2024,ACC000253,Transfer,4022.57,CRM,Matched,None,NGN,BRC004,User_50,Approved,Incorrect amount,POS,3/15/2024
TXN000860,2/17/2024,Feb 2024,ACC000161,Withdrawal,1608.98,CRM,Pending,Incorrect Amount,EUR,BRC017,User_17,Rejected,Duplicate entry,Unknown,2/17/2024
TXN000861,2/22/2024,Feb 2024,ACC000258,Invoice,-4156.73,Payroll,Adjusted,None,CAD,BRC016,User_39,Rejected,No Comments,Wire Transfer,2/22/2024
TXN000862,2/21/2024,Feb 2024,ACC000294,Deposit,1974.4,Unknown,Adjusted,Incorrect Amount,GBP,BRC003,User_23,Approved,No Comments,Wire Transfer,2/21/2024
TXN000863,1/17/2024,Jan 2024,ACC000372,Withdrawal,5796.14,ERP,Matched,None,NGN,BRC006,User_50,Approved,Incorrect amount,Manual Entry,1/17/2024
TXN000864,2/13/2024,Feb 2024,ACC000479,Withdrawal,13100.94,ERP,Adjusted,Missing,NGN,BRC004,User_39,Unknown,No Comments,Manual Entry,2/13/2024
TXN000865,1/25/2024,Jan 2024,ACC000473,Withdrawal,-3729.01,Payroll,Matched,None,CAD,BRC016,User_24,Pending,Urgent,Online,1/25/2024
TXN000866,3/22/2024,Mar 2024,ACC000282,Invoice,4665.8,Payroll,Adjusted,Duplicate,USD,Unknown,User_22,Approved,Needs review,Online,3/22/2024
TXN000867,3/8/2024,Mar 2024,ACC000272,Deposit,-2435.52,General Ledger,Pending,None,EUR,BRC018,User_37,Pending,No Comments,ATM,3/8/2024
TXN000868,3/19/2024,Mar 2024,ACC000437,Transfer,1708.01,Bank,Pending,Duplicate,USD,BRC004,User_40,Pending,Incorrect amount,ATM,3/19/2024
TXN000869,3/30/2024,Mar 2024,ACC000173,Deposit,8620.74,General Ledger,Matched,None,EUR,BRC012,User_42,Rejected,No Comments,Wire Transfer,3/30/2024
TXN000870,3/21/2024,Mar 2024,ACC000300,Deposit,11871.56,Bank,Pending,None,NGN,BRC002,User_23,Rejected,Needs review,Wire Transfer,3/21/2024
TXN000871,1/26/2024,Jan 2024,ACC000413,Deposit,1321.94,Bank,Matched,None,Unknown,BRC005,User_40,Approved,Urgent,POS,1/26/2024
TXN000872,1/25/2024,Jan 2024,ACC000494,Invoice,11215.04,Payroll,Matched,None,NGN,BRC003,User_33,Pending,No Comments,POS,
TXN000873,1/11/2024,Jan 2024,ACC000462,Withdrawal,7302.24,CRM,Adjusted,Missing,GBP,BRC016,User_43,Pending,Incorrect amount,ATM,1/11/2024
TXN000874,3/10/2024,Mar 2024,ACC000167,Transfer,4513.59,CRM,Matched,None,GBP,BRC012,User_17,Pending,Confirmed,Manual Entry,3/10/2024
TXN000875,1/24/2024,Jan 2024,ACC000347,Invoice,8503.45,ERP,Pending,Duplicate,NGN,BRC007,User_17,Approved,Urgent,Manual Entry,1/24/2024
TXN000876,1/10/2024,Jan 2024,ACC000423,Withdrawal,-2939.52,Payroll,Mismatched,None,USD,BRC020,User_44,Approved,Duplicate entry,Unknown,1/10/2024
TXN000877,1/15/2024,Jan 2024,ACC000172,Deposit,871.98,ERP,Pending,Duplicate,USD,BRC013,User_50,Pending,Confirmed,POS,1/15/2024
TXN000878,2/15/2024,Feb 2024,ACC000452,Transfer,-1217.44,Payroll,Adjusted,None,NGN,BRC010,User_34,Pending,Urgent,Manual Entry,2/15/2024
TXN000879,3/7/2024,Mar 2024,ACC000453,Deposit,-2153.81,Bank,Mismatched,None,CAD,BRC011,User_29,Pending,Confirmed,ATM,3/7/2024
TXN000880,2/17/2024,Feb 2024,ACC000363,Deposit,11387.91,General Ledger,Matched,None,GBP,BRC017,User_15,Approved,Urgent,Online,2/17/2024
TXN000881,3/2/2024,Mar 2024,ACC000375,Payment,4527.72,Payroll,Matched,None,USD,BRC010,User_8,Rejected,Confirmed,Wire Transfer,3/2/2024
TXN000882,1/19/2024,Jan 2024,ACC000253,Transfer,3221.53,Payroll,Pending,Duplicate,CAD,BRC016,User_7,Approved,Duplicate entry,Online,1/19/2024
TXN000883,2/2/2024,Feb 2024,ACC000188,Payment,2975.94,Bank,Mismatched,Duplicate,EUR,BRC008,User_12,Approved,Confirmed,Manual Entry,2/2/2024
TXN000884,2/22/2024,Feb 2024,ACC000218,Invoice,12613.39,Payroll,Pending,Duplicate,USD,BRC020,User_15,Rejected,No Comments,Manual Entry,2/22/2024
TXN000885,2/1/2024,Feb 2024,ACC000012,Transfer,-3299.74,Payroll,Adjusted,Duplicate,GBP,Unknown,User_8,Rejected,Confirmed,Unknown,2/1/2024
TXN000886,3/4/2024,Mar 2024,ACC000205,Invoice,14988.24,General Ledger,Matched,None,CAD,BRC010,User_37,Approved,Confirmed,Manual Entry,3/4/2024
TXN000887,1/3/2024,Jan 2024,ACC000239,Deposit,-4172.68,CRM,Mismatched,Incorrect Amount,CAD,BRC019,User_10,Approved,Needs review,Wire Transfer,1/3/2024
TXN000888,3/16/2024,Mar 2024,ACC000006,Transfer,10853.72,Bank,Pending,Duplicate,USD,BRC013,User_44,Pending,Incorrect amount,Manual Entry,3/16/2024
TXN000889,4/1/2024,Apr 2024,ACC000055,Transfer,6379.23,Payroll,Mismatched,Incorrect Amount,GBP,BRC006,User_27,Pending,Incorrect amount,Wire Transfer,
TXN000890,4/1/2024,Apr 2024,ACC000079,Transfer,1615.63,CRM,Matched,None,GBP,BRC005,User_12,Approved,Urgent,Wire Transfer,
TXN000891,4/1/2024,Apr 2024,ACC000004,Withdrawal,-4871.99,Bank,Adjusted,Incorrect Amount,NGN,BRC020,User_10,Pending,Incorrect amount,POS,
TXN000892,3/14/2024,Mar 2024,ACC000277,Deposit,5895.44,ERP,Matched,None,NGN,Unknown,User_18,Rejected,Confirmed,POS,3/14/2024
TXN000893,3/11/2024,Mar 2024,ACC000476,Deposit,2563.47,Bank,Pending,Missing,GBP,BRC008,User_13,Rejected,No Comments,POS,3/11/2024
TXN000894,1/24/2024,Jan 2024,ACC000462,Deposit,450.21,General Ledger,Mismatched,Incorrect Amount,GBP,BRC004,User_26,Pending,Incorrect amount,POS,1/24/2024
TXN000895,3/1/2024,Mar 2024,ACC000252,Transfer,9127.72,Payroll,Mismatched,Duplicate,Unknown,BRC003,User_16,Approved,Duplicate entry,ATM,3/1/2024
TXN000896,1/27/2024,Jan 2024,ACC000156,Payment,14614.41,General Ledger,Matched,None,USD,BRC006,User_48,Rejected,Urgent,Manual Entry,1/27/2024
TXN000897,1/1/2024,Jan 2024,ACC000478,Payment,4384.96,ERP,Mismatched,Duplicate,NGN,BRC020,User_45,Rejected,No Comments,ATM,1/1/2024
TXN000898,3/24/2024,Mar 2024,ACC000371,Payment,-2581.87,Payroll,Mismatched,Missing,CAD,BRC007,User_15,Approved,No Comments,Wire Transfer,3/24/2024
TXN000899,3/4/2024,Mar 2024,ACC000419,Payment,8707.85,ERP,Matched,None,EUR,BRC015,User_1,Pending,Confirmed,Online,3/4/2024
TXN000900,1/1/2024,Jan 2024,ACC000259,Invoice,8667.56,ERP,Matched,None,NGN,BRC001,User_43,Approved,Needs review,Online,1/1/2024
TXN000901,3/1/2024,Mar 2024,ACC000251,Payment,3689.6,CRM,Pending,Missing,EUR,BRC008,User_32,Rejected,Urgent,Wire Transfer,3/1/2024
TXN000902,1/12/2024,Jan 2024,ACC000304,Transfer,-4375.65,ERP,Pending,Missing,NGN,BRC006,User_49,Rejected,Incorrect amount,ATM,1/12/2024
TXN000903,3/19/2024,Mar 2024,ACC000433,Invoice,-3974.62,Bank,Pending,Missing,EUR,BRC008,User_23,Unknown,No Comments,Wire Transfer,3/19/2024
TXN000904,2/27/2024,Feb 2024,ACC000455,Withdrawal,130.29,CRM,Matched,None,CAD,BRC002,User_28,Approved,Confirmed,POS,2/27/2024
TXN000905,3/31/2024,Mar 2024,ACC000164,Deposit,-819.56,CRM,Adjusted,None,NGN,BRC008,User_13,Approved,No Comments,ATM,3/31/2024
TXN000906,1/9/2024,Jan 2024,ACC000076,Payment,-1433.37,Bank,Matched,None,CAD,BRC007,User_44,Rejected,Urgent,ATM,1/9/2024
TXN000907,2/13/2024,Feb 2024,ACC000040,Transfer,-305.66,CRM,Adjusted,None,EUR,BRC002,System,Pending,Confirmed,Online,2/13/2024
TXN000908,1/13/2024,Jan 2024,ACC000033,Transfer,11959.71,Payroll,Pending,None,CAD,BRC003,User_29,Approved,Confirmed,Unknown,1/13/2024
TXN000909,1/31/2024,Jan 2024,ACC000055,Withdrawal,10507.42,ERP,Adjusted,Duplicate,USD,BRC016,User_41,Rejected,Needs review,Online,1/31/2024
TXN000910,3/1/2024,Mar 2024,ACC000073,Transfer,2097.1,CRM,Matched,None,CAD,BRC013,User_14,Rejected,No Comments,Online,3/1/2024
TXN000911,1/15/2024,Jan 2024,ACC000008,Withdrawal,7438.42,CRM,Matched,None,GBP,BRC012,User_6,Approved,No Comments,ATM,1/15/2024
TXN000912,3/21/2024,Mar 2024,ACC000082,Deposit,-2712.9,Payroll,Mismatched,None,CAD,BRC003,User_13,Pending,Needs review,Manual Entry,3/21/2024
TXN000913,3/28/2024,Mar 2024,ACC000009,Payment,10429.51,General Ledger,Pending,Missing,CAD,BRC007,User_24,Rejected,Needs review,POS,3/28/2024
TXN000914,2/26/2024,Feb 2024,ACC000098,Invoice,-783.73,Bank,Matched,None,NGN,BRC007,User_45,Pending,Duplicate entry,Unknown,2/26/2024
TXN000915,3/26/2024,Mar 2024,ACC000079,Withdrawal,-2840.24,Bank,Matched,None,EUR,BRC012,User_36,Rejected,Needs review,Unknown,3/26/2024
TXN000916,2/8/2024,Feb 2024,ACC000202,Deposit,8620.48,General Ledger,Mismatched,Duplicate,Unknown,BRC019,User_32,Pending,Urgent,Online,2/8/2024
TXN000917,2/10/2024,Feb 2024,ACC000205,Withdrawal,6120.52,Bank,Matched,None,CAD,BRC012,User_22,Pending,Incorrect amount,POS,2/10/2024
TXN000918,3/25/2024,Mar 2024,ACC000100,Deposit,7208.17,General Ledger,Pending,None,CAD,BRC001,User_19,Rejected,Confirmed,ATM,3/25/2024
TXN000919,1/11/2024,Jan 2024,ACC000090,Payment,-2710.74,General Ledger,Matched,None,Unknown,BRC004,User_21,Approved,Confirmed,Wire Transfer,1/11/2024
TXN000920,2/21/2024,Feb 2024,ACC000200,Invoice,3225.98,Bank,Mismatched,Missing,GBP,BRC011,User_7,Pending,Urgent,Manual Entry,2/21/2024
TXN000921,1/11/2024,Jan 2024,ACC000286,Unknown,-3142.78,CRM,Mismatched,Duplicate,USD,BRC016,User_20,Approved,Urgent,Unknown,1/11/2024
TXN000922,3/14/2024,Mar 2024,ACC000326,Invoice,13611.56,General Ledger,Adjusted,Missing,NGN,BRC005,User_17,Approved,No Comments,POS,3/14/2024
TXN000923,1/14/2024,Jan 2024,ACC000123,Deposit,4093.47,General Ledger,Adjusted,Incorrect Amount,CAD,BRC006,User_47,Approved,Urgent,Wire Transfer,1/14/2024
TXN000924,1/9/2024,Jan 2024,ACC000095,Deposit,13461.24,Payroll,Pending,Missing,GBP,BRC019,User_28,Approved,Confirmed,Online,1/9/2024
TXN000925,2/5/2024,Feb 2024,ACC000012,Withdrawal,3267.36,CRM,Adjusted,Duplicate,GBP,BRC001,User_23,Rejected,Duplicate entry,Wire Transfer,2/5/2024
TXN000926,2/4/2024,Feb 2024,ACC000251,Payment,9508.54,General Ledger,Matched,None,EUR,BRC018,User_40,Approved,Incorrect amount,Online,2/4/2024
TXN000927,3/27/2024,Mar 2024,,Deposit,6248.11,CRM,Adjusted,Duplicate,NGN,BRC010,User_2,Pending,Urgent,POS,3/27/2024
TXN000928,3/19/2024,Mar 2024,ACC000500,Invoice,4555.87,General Ledger,Matched,None,GBP,BRC020,User_16,Rejected,Urgent,POS,3/19/2024
TXN000929,2/15/2024,Feb 2024,ACC000212,Invoice,2875.87,Payroll,Adjusted,None,CAD,BRC018,User_35,Approved,No Comments,Online,2/15/2024
TXN000930,1/6/2024,Jan 2024,ACC000361,Payment,4453.7,Payroll,Adjusted,None,GBP,BRC001,User_9,Rejected,Duplicate entry,ATM,1/6/2024
TXN000931,2/10/2024,Feb 2024,ACC000104,Transfer,11032.47,CRM,Matched,None,USD,BRC006,User_41,Pending,Incorrect amount,POS,2/10/2024
TXN000932,1/11/2024,Jan 2024,ACC000250,Deposit,-3653.05,Bank,Mismatched,None,NGN,BRC011,User_9,Approved,Confirmed,Unknown,1/11/2024
TXN000933,3/15/2024,Mar 2024,ACC000174,Invoice,-3778.38,General Ledger,Pending,Duplicate,EUR,BRC018,User_36,Approved,Confirmed,Wire Transfer,3/15/2024
TXN000934,3/30/2024,Mar 2024,ACC000150,Withdrawal,10335.82,General Ledger,Pending,Duplicate,CAD,BRC008,User_5,Approved,Urgent,POS,3/30/2024
TXN000935,2/2/2024,Feb 2024,ACC000085,Deposit,3687.68,Payroll,Mismatched,Missing,CAD,BRC004,User_48,Rejected,Incorrect amount,Online,2/2/2024
TXN000936,1/19/2024,Jan 2024,ACC000356,Invoice,-2805.03,ERP,Adjusted,Duplicate,GBP,BRC004,User_26,Approved,Needs review,Online,1/19/2024
TXN000937,1/6/2024,Jan 2024,ACC000433,Deposit,2696.66,ERP,Adjusted,None,Unknown,BRC013,User_13,Pending,Duplicate entry,POS,1/6/2024
TXN000938,1/14/2024,Jan 2024,ACC000232,Invoice,14809.75,General Ledger,Pending,Incorrect Amount,NGN,BRC003,User_42,Pending,Incorrect amount,POS,1/14/2024
TXN000939,1/23/2024,Jan 2024,ACC000080,Transfer,-2236.56,Payroll,Pending,None,Unknown,BRC016,User_18,Pending,Duplicate entry,Online,1/23/2024
TXN000940,2/14/2024,Feb 2024,ACC000182,Deposit,10924.57,ERP,Mismatched,None,GBP,BRC012,User_27,Approved,Duplicate entry,POS,2/14/2024
TXN000941,2/6/2024,Feb 2024,ACC000239,Withdrawal,-3797.06,Bank,Mismatched,Incorrect Amount,EUR,BRC016,User_6,Pending,Urgent,Online,2/6/2024
TXN000942,1/22/2024,Jan 2024,ACC000114,Invoice,3707.6,ERP,Matched,None,CAD,BRC001,User_34,Pending,No Comments,Manual Entry,1/22/2024
TXN000943,1/20/2024,Jan 2024,ACC000342,Transfer,-820.67,CRM,Pending,None,CAD,BRC003,User_42,Approved,Urgent,Wire Transfer,1/20/2024
TXN000944,1/7/2024,Jan 2024,ACC000028,Invoice,12589.74,ERP,Mismatched,Missing,GBP,BRC008,User_28,Approved,Incorrect amount,ATM,1/7/2024
TXN000945,3/23/2024,Mar 2024,ACC000119,Transfer,2012.46,Unknown,Pending,Duplicate,GBP,BRC016,User_38,Pending,Duplicate entry,Wire Transfer,3/23/2024
TXN000946,1/16/2024,Jan 2024,ACC000107,Transfer,4056.4,General Ledger,Matched,None,NGN,BRC018,User_21,Approved,Needs review,POS,1/16/2024
TXN000947,2/10/2024,Feb 2024,ACC000311,Transfer,1482.03,General Ledger,Pending,Duplicate,GBP,BRC008,User_20,Approved,Duplicate entry,Manual Entry,2/10/2024
TXN000948,2/26/2024,Feb 2024,ACC000408,Transfer,9415.35,General Ledger,Pending,Incorrect Amount,USD,BRC019,User_38,Rejected,Duplicate entry,POS,2/26/2024
TXN000949,1/25/2024,Jan 2024,ACC000037,Transfer,13418.74,ERP,Adjusted,Duplicate,EUR,BRC002,User_40,Rejected,Urgent,POS,1/25/2024
TXN000950,1/30/2024,Jan 2024,ACC000348,Invoice,-994.54,General Ledger,Pending,Duplicate,GBP,BRC005,User_22,Rejected,Confirmed,POS,1/30/2024
TXN000951,3/30/2024,Mar 2024,ACC000121,Transfer,12233.55,General Ledger,Matched,None,CAD,BRC010,User_23,Approved,Urgent,Online,3/30/2024
TXN000952,3/20/2024,Mar 2024,ACC000256,Withdrawal,911.25,General Ledger,Pending,None,EUR,BRC017,User_44,Rejected,Incorrect amount,Online,3/20/2024
TXN000953,3/25/2024,Mar 2024,ACC000192,Deposit,13192.4,Payroll,Pending,Incorrect Amount,GBP,BRC016,User_44,Approved,Urgent,Manual Entry,3/25/2024
TXN000954,3/1/2024,Mar 2024,ACC000015,Payment,8665.5,ERP,Adjusted,Incorrect Amount,USD,BRC004,User_5,Rejected,Duplicate entry,Manual Entry,3/1/2024
TXN000955,1/14/2024,Jan 2024,ACC000331,Payment,5090.87,Bank,Pending,None,NGN,BRC018,User_33,Rejected,Duplicate entry,Wire Transfer,1/14/2024
TXN000956,3/13/2024,Mar 2024,ACC000302,Payment,10037.07,General Ledger,Mismatched,None,EUR,BRC006,User_22,Pending,Confirmed,POS,3/13/2024
TXN000957,3/3/2024,Mar 2024,ACC000216,Withdrawal,-4174.99,Payroll,Matched,None,GBP,BRC001,User_23,Approved,Incorrect amount,Online,3/3/2024
TXN000958,2/21/2024,Feb 2024,,Payment,-3766.51,ERP,Adjusted,Incorrect Amount,USD,BRC010,User_11,Rejected,Incorrect amount,POS,2/21/2024
TXN000959,1/13/2024,Jan 2024,ACC000084,Transfer,12032.47,Payroll,Mismatched,Missing,EUR,BRC014,User_20,Rejected,Urgent,ATM,1/13/2024
TXN000960,3/29/2024,Mar 2024,ACC000496,Transfer,13772.89,General Ledger,Pending,Missing,GBP,BRC018,User_30,Rejected,Confirmed,Online,3/29/2024
TXN000961,3/15/2024,Mar 2024,ACC000145,Withdrawal,5462.86,Payroll,Pending,Duplicate,CAD,BRC009,User_2,Approved,Confirmed,Wire Transfer,3/15/2024
TXN000962,1/27/2024,Jan 2024,ACC000358,Payment,-1716.57,Bank,Adjusted,Missing,Unknown,BRC013,User_14,Rejected,No Comments,Manual Entry,1/27/2024
TXN000963,2/12/2024,Feb 2024,ACC000445,Payment,1546.97,General Ledger,Adjusted,Duplicate,CAD,BRC003,User_9,Pending,Duplicate entry,ATM,2/12/2024
TXN000964,2/3/2024,Feb 2024,ACC000473,Deposit,1623.09,CRM,Mismatched,None,NGN,BRC009,User_22,Pending,Needs review,Unknown,2/3/2024
TXN000965,4/1/2024,Apr 2024,ACC000069,Deposit,8279.16,General Ledger,Mismatched,Missing,EUR,BRC008,User_43,Rejected,No Comments,ATM,
TXN000966,3/31/2024,Mar 2024,ACC000366,Deposit,1416.32,CRM,Pending,Incorrect Amount,EUR,BRC016,User_28,Approved,Incorrect amount,ATM,3/31/2024
TXN000967,1/8/2024,Jan 2024,ACC000067,Payment,7439.2,CRM,Pending,Duplicate,GBP,BRC003,User_29,Rejected,No Comments,POS,1/8/2024
TXN000968,3/6/2024,Mar 2024,ACC000245,Invoice,7223.03,General Ledger,Pending,None,GBP,BRC009,User_44,Approved,Duplicate entry,POS,3/6/2024
TXN000969,3/6/2024,Mar 2024,ACC000113,Withdrawal,11251.62,General Ledger,Pending,Missing,EUR,BRC016,User_2,Pending,Incorrect amount,ATM,3/6/2024
TXN000970,3/23/2024,Mar 2024,ACC000056,Transfer,2196.68,General Ledger,Mismatched,None,NGN,BRC018,User_18,Approved,Duplicate entry,ATM,3/23/2024
TXN000971,2/11/2024,Feb 2024,ACC000131,Invoice,11153.53,Payroll,Adjusted,Missing,GBP,BRC004,User_36,Approved,Confirmed,Wire Transfer,2/11/2024
TXN000972,3/4/2024,Mar 2024,ACC000016,Payment,8716.08,ERP,Adjusted,Incorrect Amount,USD,BRC002,User_37,Approved,Needs review,Wire Transfer,3/4/2024
TXN000973,3/3/2024,Mar 2024,ACC000023,Withdrawal,6223.55,ERP,Mismatched,None,GBP,BRC015,User_26,Approved,Needs review,Manual Entry,3/3/2024
TXN000974,2/27/2024,Feb 2024,ACC000172,Withdrawal,6632.2,General Ledger,Mismatched,Duplicate,NGN,BRC018,User_18,Approved,No Comments,Online,2/27/2024
TXN000975,3/8/2024,Mar 2024,ACC000416,Deposit,-2839.9,CRM,Pending,Missing,USD,BRC008,User_45,Rejected,Duplicate entry,Manual Entry,3/8/2024
TXN000976,1/17/2024,Jan 2024,ACC000351,Payment,6039.38,Bank,Matched,None,NGN,BRC020,User_15,Rejected,Needs review,ATM,1/17/2024
TXN000977,3/3/2024,Mar 2024,ACC000001,Invoice,6976.53,ERP,Matched,None,USD,BRC014,User_3,Pending,Urgent,ATM,3/3/2024
TXN000978,2/9/2024,Feb 2024,ACC000228,Payment,12296.06,ERP,Matched,None,GBP,BRC005,User_43,Approved,Urgent,Wire Transfer,2/9/2024
TXN000979,2/19/2024,Feb 2024,ACC000078,Deposit,10975.08,CRM,Matched,None,GBP,BRC013,User_37,Pending,No Comments,ATM,2/19/2024
TXN000980,1/27/2024,Jan 2024,ACC000487,Deposit,7639.31,Bank,Mismatched,Duplicate,USD,BRC002,User_2,Rejected,No Comments,Manual Entry,1/27/2024
TXN000981,2/21/2024,Feb 2024,ACC000389,Transfer,8947.89,Payroll,Adjusted,Incorrect Amount,Unknown,BRC008,User_34,Approved,Incorrect amount,POS,2/21/2024
TXN000982,2/8/2024,Feb 2024,ACC000497,Invoice,5980.2,General Ledger,Mismatched,Duplicate,CAD,BRC011,User_44,Pending,No Comments,POS,2/8/2024
TXN000983,3/16/2024,Mar 2024,ACC000111,Withdrawal,8408.35,Payroll,Mismatched,Duplicate,Unknown,BRC011,User_33,Pending,No Comments,POS,3/16/2024
TXN000984,1/15/2024,Jan 2024,ACC000234,Withdrawal,28.95,CRM,Pending,Missing,USD,BRC008,User_43,Pending,Duplicate entry,Manual Entry,1/15/2024
TXN000985,2/12/2024,Feb 2024,ACC000312,Payment,395.76,Payroll,Pending,Missing,Unknown,BRC016,User_50,Pending,Duplicate entry,Manual Entry,2/12/2024
TXN000986,2/16/2024,Feb 2024,ACC000354,Withdrawal,3182.57,Unknown,Pending,None,CAD,BRC007,User_49,Pending,Duplicate entry,Unknown,2/16/2024
TXN000987,1/7/2024,Jan 2024,ACC000417,Invoice,6490.5,CRM,Matched,None,CAD,BRC012,User_2,Pending,Needs review,Wire Transfer,1/7/2024
TXN000988,3/31/2024,Mar 2024,ACC000290,Deposit,5847.29,ERP,Pending,Missing,NGN,BRC003,User_19,Rejected,Incorrect amount,Manual Entry,3/31/2024
TXN000989,2/6/2024,Feb 2024,ACC000348,Unknown,-4864.49,ERP,Mismatched,Duplicate,GBP,BRC014,User_30,Approved,Urgent,Online,2/6/2024
TXN000990,3/31/2024,Mar 2024,ACC000470,Deposit,9928.01,ERP,Matched,None,CAD,BRC010,User_30,Rejected,No Comments,Manual Entry,3/31/2024
TXN000991,1/2/2024,Jan 2024,ACC000444,Invoice,2304.01,Bank,Pending,Duplicate,GBP,BRC001,User_2,Rejected,Urgent,Online,1/2/2024
TXN000992,1/19/2024,Jan 2024,ACC000192,Transfer,3716.72,CRM,Mismatched,Incorrect Amount,CAD,BRC020,User_23,Approved,Needs review,POS,1/19/2024
TXN000993,3/8/2024,Mar 2024,ACC000101,Deposit,-975.32,Payroll,Mismatched,Incorrect Amount,CAD,BRC019,User_10,Rejected,No Comments,Manual Entry,3/8/2024
TXN000994,2/12/2024,Feb 2024,ACC000158,Invoice,-4316.62,General Ledger,Matched,None,CAD,BRC010,User_31,Pending,Confirmed,Online,2/12/2024
TXN000995,3/31/2024,Mar 2024,ACC000361,Withdrawal,7482.8,Payroll,Mismatched,Duplicate,NGN,BRC005,User_34,Rejected,Urgent,Manual Entry,3/31/2024
TXN000996,3/6/2024,Mar 2024,ACC000165,Transfer,2772.04,General Ledger,Mismatched,Incorrect Amount,Unknown,BRC013,User_48,Rejected,No Comments,Manual Entry,3/6/2024
TXN000997,2/16/2024,Feb 2024,ACC000215,Payment,14446.68,Payroll,Matched,None,NGN,BRC005,User_7,Rejected,Confirmed,ATM,2/16/2024
TXN000998,1/3/2024,Jan 2024,ACC000440,Withdrawal,13593.29,Bank,Matched,None,CAD,BRC018,User_24,Rejected,Duplicate entry,Online,1/3/2024
TXN000999,3/22/2024,Mar 2024,ACC000267,Transfer,12918.39,Bank,Matched,None,CAD,BRC012,User_39,Rejected,No Comments,POS,3/22/2024
TXN001000,1/16/2024,Jan 2024,ACC000352,Invoice,-3106.45,General Ledger,Pending,None,USD,BRC014,User_37,Approved,Needs review,Online,1/16/2024
TXN001001,3/5/2024,Mar 2024,ACC000121,Payment,6125.24,Bank,Mismatched,Duplicate,Unknown,BRC006,User_14,Pending,Needs review,Wire Transfer,3/5/2024
TXN001002,1/3/2024,Jan 2024,ACC000207,Transfer,1235.61,CRM,Pending,Incorrect Amount,Unknown,BRC003,User_36,Approved,Needs review,ATM,1/3/2024
TXN001003,3/21/2024,Mar 2024,ACC000341,Payment,10500.24,Payroll,Matched,None,GBP,BRC004,User_29,Pending,No Comments,Wire Transfer,3/21/2024
TXN001004,1/29/2024,Jan 2024,ACC000459,Withdrawal,10627.16,Unknown,Pending,Incorrect Amount,USD,BRC002,User_6,Approved,Confirmed,POS,1/29/2024
TXN001005,1/21/2024,Jan 2024,ACC000091,Deposit,-2284.26,ERP,Mismatched,Missing,EUR,BRC008,User_24,Approved,Urgent,ATM,1/21/2024
TXN001006,1/4/2024,Jan 2024,ACC000283,Invoice,6809.21,CRM,Mismatched,Incorrect Amount,EUR,BRC014,User_8,Pending,Incorrect amount,ATM,1/4/2024
TXN001007,2/1/2024,Feb 2024,ACC000208,Transfer,-2422.86,Bank,Pending,Duplicate,GBP,BRC006,User_12,Approved,Duplicate entry,Online,2/1/2024
TXN001008,2/3/2024,Feb 2024,ACC000344,Invoice,8771.7,ERP,Pending,Incorrect Amount,GBP,BRC001,User_1,Pending,Urgent,POS,2/3/2024
TXN001009,3/6/2024,Mar 2024,ACC000464,Transfer,1230.58,ERP,Mismatched,Duplicate,CAD,Unknown,User_12,Approved,Incorrect amount,ATM,3/6/2024
TXN001010,2/15/2024,Feb 2024,ACC000338,Deposit,4333.04,General Ledger,Adjusted,None,USD,BRC019,User_17,Pending,Incorrect amount,Manual Entry,2/15/2024
TXN001011,2/27/2024,Feb 2024,ACC000066,Deposit,-3772.18,CRM,Pending,Duplicate,GBP,BRC008,User_35,Rejected,Incorrect amount,Online,2/27/2024
TXN001012,2/3/2024,Feb 2024,ACC000480,Withdrawal,8327.27,General Ledger,Mismatched,Missing,EUR,BRC016,User_24,Rejected,Needs review,ATM,2/3/2024
TXN001013,1/6/2024,Jan 2024,ACC000339,Withdrawal,12033.84,Bank,Matched,None,USD,BRC020,User_45,Pending,Duplicate entry,POS,1/6/2024
TXN001014,4/1/2024,Apr 2024,ACC000193,Invoice,1930.04,Unknown,Pending,Duplicate,CAD,BRC016,User_5,Pending,Duplicate entry,POS,
TXN001015,1/24/2024,Jan 2024,ACC000130,Deposit,13042.89,Payroll,Mismatched,None,USD,BRC011,User_35,Pending,Duplicate entry,Online,1/24/2024
TXN001016,2/20/2024,Feb 2024,ACC000266,Deposit,6846.98,Payroll,Matched,None,CAD,BRC001,User_5,Pending,Incorrect amount,Online,2/20/2024
TXN001017,1/6/2024,Jan 2024,ACC000052,Transfer,1336.04,General Ledger,Mismatched,None,EUR,BRC016,User_4,Pending,Urgent,POS,1/6/2024
TXN001018,2/25/2024,Feb 2024,ACC000475,Deposit,2471.65,Bank,Matched,None,GBP,BRC002,User_39,Pending,Duplicate entry,Online,2/25/2024
TXN001019,1/14/2024,Jan 2024,ACC000028,Withdrawal,14362.52,Payroll,Matched,None,USD,BRC019,User_13,Pending,No Comments,ATM,1/14/2024
TXN001020,1/21/2024,Jan 2024,ACC000330,Transfer,8809.12,Payroll,Adjusted,Duplicate,NGN,BRC012,User_11,Approved,No Comments,POS,1/21/2024
TXN001021,2/24/2024,Feb 2024,ACC000143,Invoice,2489.03,ERP,Pending,Duplicate,USD,BRC013,User_3,Approved,Incorrect amount,Wire Transfer,2/24/2024
